QTPy channel,Samples averaged,ADC code,QTPy identifier
AI2,20,32485.0,24ec4a1dc2b8
AI3,20,32394.7,24ec4a1dc2b8
AI4,20,32522.8,24ec4a1dc2b8
AI5,20,32446.3,24ec4a1dc2b8
AI6,20,32413.6,24ec4a1dc2b8
AI7,20,32867.3,24ec4a1dc2b8
AI0,50,32799.2,24ec4a1dc2b8
AI1,50,32799.1,24ec4a1dc2b8
AI2,50,32472.3,24ec4a1dc2b8
AI3,50,32453.6,24ec4a1dc2b8
AI4,50,32513.2,24ec4a1dc2b8
AI5,50,32482.2,24ec4a1dc2b8
AI6,50,32518.7,24ec4a1dc2b8
AI7,50,32861.5,24ec4a1dc2b8
AI0,100,32824.5,24ec4a1dc2b8
AI1,100,32802.7,24ec4a1dc2b8
AI2,100,32474.3,24ec4a1dc2b8
AI3,100,32460.8,24ec4a1dc2b8
AI4,100,32466.4,24ec4a1dc2b8
AI5,100,32432.0,24ec4a1dc2b8
AI6,100,32433.0,24ec4a1dc2b8
AI7,100,32836.1,24ec4a1dc2b8
AI0,200,32824.1,24ec4a1dc2b8
AI1,200,32839.8,24ec4a1dc2b8
AI2,200,32440.2,24ec4a1dc2b8
AI3,200,32432.1,24ec4a1dc2b8
AI4,200,32456.6,24ec4a1dc2b8
AI5,200,32444.3,24ec4a1dc2b8
AI6,200,32468.6,24ec4a1dc2b8
AI7,200,32837.8,24ec4a1dc2b8
AI0,500,32835.2,24ec4a1dc2b8
AI1,500,32813.5,24ec4a1dc2b8
AI2,500,32463.7,24ec4a1dc2b8
AI3,500,32438.5,24ec4a1dc2b8
AI4,500,32450.7,24ec4a1dc2b8
AI5,500,32461.8,24ec4a1dc2b8
AI6,500,32452.7,24ec4a1dc2b8
AI7,500,32832.6,24ec4a1dc2b8
AI0,1000,32822.3,24ec4a1dc2b8
AI1,1000,32826.8,24ec4a1dc2b8
AI2,1000,32455.8,24ec4a1dc2b8
AI3,1000,32452.8,24ec4a1dc2b8
AI4,1000,32452.3,24ec4a1dc2b8
AI5,1000,32468.6,24ec4a1dc2b8
